@relation django
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug numeric
@data
0,1,1,1,0,1,1,66,70,0.027396,7,222,37.501901,21,0
1,2,3,3,1.169082,45,7,620.666667,70,28.599236,241,224,5.302055,57,1
1,3,3,3,1.188722,10,2,885.333333,70,4.664194,316,23,1.074606,22,1
1,3,6,6,1.859687,45,26,828.333333,71,12.562078,562,419.5,1.015757,137,1
1,1,1,1,0,1,1,1166,68,17.37441,98,0,0,0,0
0,1,1,1,0,4,1,492,120,-414.052025,18,0,0,0,0
0,1,1,1,0,6,7,1008,70,14.450833,118,3555,1.0692,1931,1
1,1,1,1,0,5,0,362,65,21.374491,41,0,0,0,0
1,1,1,1,0,1,1,735,71,14.010868,50,634,1.071373,393,1
0,1,3,3,0.909138,95,66,428,71,3.976995,89,636,113.157417,396,1
0,1,1,1,0,5,3,377,71,0.004606,27,638,218.085427,397,1
1,2,5,5,1.859735,173,17,281,71,112.591725,114,641,1.00183,184,1
0,3,25,40,1.884322,448,419,261.15,71,41.430524,1397,3578.5,0.963873,951,1
0,2,8,9,2.215735,20,50,192.888889,71,0.024213,63,3603,13.981881,959,0
0,1,1,1,0,5,6,400,70,38.537442,58,3556,1.025949,1932,0
0,1,1,1,0,4,15,390,71,0.04434,2,3608,23.552858,1955,0
0,2,33,55,5.456793,226,220,285.109091,71,20.369524,2248,3636,1.474339,975,1
1,2,3,4,1.233829,222,201,830,84,-118.22724,194,78.5,0.995225,19,1
0,2,2,3,1.210904,29,15,142.333333,71,0.331713,11,3665,1.671552,976,1
0,1,3,3,1.402934,11,12,267.333333,71,0.337685,128,3668,57.797209,1999,1
1,1,1,1,0,21,1,429,70,34.787917,26,0,0,0,0
0,1,1,1,0,22,13,180,70,39.568819,6,5606,1.025272,3,0
0,1,1,1,0,3,3,865,70,3.654051,132,25,1.273669,23,0
1,1,1,1,0,2,2,443,70,3.901076,69,192,1.25634,88,1
1,2,2,2,0.918296,10,2,291.5,70,2.635573,78,193.5,1235.38057,47,0
0,1,1,1,0,6,6,304,64,18.208472,9,4,1.054919,1,0
0,1,1,1,0,19,9,51,70,5.289525,17,1879,1.189053,977,0
0,2,8,10,2.649188,86,72,207,71,0.76894,99,3674.5,1.56458,984,1
0,1,1,2,0.992476,34,15,196,71,0.082292,9,3680.5,10.113924,2003,1
1,2,4,4,1.72474,30,1,1014.5,96,-197.759514,530,4.5,0.997549,1,1
0,1,1,1,0,1,1,887,68,58.587095,89,195,1.017069,56,0
0,2,3,3,1.040954,34,25,727,71,14.103665,41,3683,1.656264,986,1
1,1,2,2,0.918296,39,9,212.5,70,12.520226,31,0.5,0.519968,1,1
0,1,1,1,0,4,6,335,70,0.021597,22,2,47.302251,2,0
1,1,1,1,0,1,1,694,68,80.732662,17,0,0,0,0
0,1,1,1,0,1,1,333,70,0.879144,76,24,2.137471,6,1
0,2,5,6,1.169083,52,40,255.666667,71,1.532307,327,3688.5,-3.26303,671,1
0,1,1,1,0,16,9,374,71,0.34684,9,3685,3.883171,2005,1
0,1,1,1,0,17,10,394,71,0.057396,11,3692,18.422868,2011,1
0,2,3,4,0.722757,35,30,431.25,71,0.96307,249,3694.5,1.6917,987,1
1,1,1,1,0,13,11,642,69,35.788113,41,1,1.027942,1,0
0,1,1,2,0.391244,13,0,77.5,68,4.545041,52,1880.5,0.555005,979,0
1,2,5,6,2.228077,17,17,270.5,71,2.026663,331,3699.5,1.463711,988,0
0,2,8,10,2.854217,54,46,363.1,71,1.59025,608,3707.5,9.005636,989,1
0,2,12,13,3.336315,55,62,212.692308,71,1.805613,284,3719,2.860927,994,1
0,1,1,1,0,15,12,347,63,14.627442,14,187,1.068365,26,0
0,2,9,14,3.164028,53,51,251.785714,71,21.112844,502,3732.5,1.366481,998,1
0,2,3,3,0.937872,57,56,228.333333,71,19.374969,93,3741,1.861819,1000,1
0,1,1,1,0,6,4,333,70,1.225093,23,5607,1.816265,3943,0
1,2,2,5,2.137927,29,4,179.8,70,72.605998,41,2,0.80331,3,1
0,1,1,1,0,1,1,1749,70,14.467813,52,196,1.069119,57,0
0,1,1,1,0,1,1,865,70,2.757859,133,5,1.3626,3,0
1,1,1,1,0,2,3,424,71,0.692662,17,3743,2.443706,2048,0
1,1,1,1,0,1,1,1363,67,20.033368,138,644,1.049917,56,0
1,2,2,2,0.466133,4,107,621.5,70,5.692367,175,3557.5,1.088608,669,0
0,1,1,1,0,1,8,423,71,0.38706,18,3744,3.583578,2049,0
0,1,1,1,0,3,3,937,65,17.923032,64,197,1.055794,58,0
0,1,1,1,0,25,0,37,71,4.501806,41,3745,1.222133,2050,1
0,2,39,67,2.616709,533,533,247.895522,71,3.073538,2404,3779,1.024257,1022,0
0,1,1,1,0,0,1,333,70,2.87603,77,198,1.347702,90,0
1,2,2,2,0.811278,21,3,351,70,43.36537,42,199.5,1.017321,48,1
1,2,3,4,1.29689,50,3,96.75,70,61.825512,21,255.5,1.027014,173,1
0,1,5,7,2.695308,34,23,199.285714,71,89.602649,177,3878,1.007817,2113,1
1,1,1,1,0,14,21,552,70,8.172049,18,2,1.122368,2,0
0,1,1,1,0,1,1,1184,70,17.103773,126,0,0,0,1
0,2,50,50,3.397406,9,16,7.76,71,390.976002,190,3837.5,1.000097,1065,1
0,2,9,12,2.64421,71,87,133,71,1.24669,108,3868.5,1.20743,1073,0
0,1,1,1,0,0,3,54,71,0.190521,7,3882,6.24877,1074,0
0,1,1,1,0,8,9,396,71,0.192431,2,3883,6.19668,2114,1
0,2,2,2,0.380947,26,1,1118,70,18.288519,32,415.5,1.041009,136,1
1,1,1,1,0,5,6,1363,67,2.728924,139,32,1.366445,22,0
0,1,2,2,0.958712,15,6,267.5,71,51.465567,16,3888.5,1.991272,2119,0
0,2,10,11,1.789512,62,51,404.090909,71,2.014997,545,3895,1.165321,1082,1
0,2,2,3,1.262407,117,32,293.333333,71,0.61108,32,3914,-5.472516,1085,1
0,2,2,2,0.991076,11,25,1089.5,71,2.561782,34,3901.5,7.616375,1083,1
1,2,7,10,2.721028,99,60,203.4,71,5.539228,197,3907.5,1.169742,1084,1
0,2,6,9,1.181277,24,84,395,71,1.130024,675,3920,1.209044,1087,1
1,1,2,2,0.970951,5,5,1103.5,71,0.156244,244,3925.5,8.589245,2144,1
1,3,4,4,1.717522,29,0,1590,71,19.59572,564,202.5,1.039005,49,1
0,2,10,14,1.86385,625,642,251.5,71,31.736582,231,3933.5,3.032266,1100,1
0,1,1,1,0,2,5,197,70,22.171215,75,0,0,0,0
1,2,3,3,1.159555,17,0,117,71,15.501443,28,2,1.018898,1,0
1,1,1,1,0,7,4,856,70,12.972431,49,0,0,0,0
1,1,1,1,0,2,1,323,68,86.050162,42,1882,1.011621,980,0
1,1,2,2,0.961237,8,18,622.5,70,10.256192,171,1883.5,1.073127,982,0
1,2,2,2,0.902393,18,4,113.5,70,87.377141,40,1.5,1.013681,1,0
0,1,2,2,0.552495,27,12,445,71,1.814005,75,3941.5,1.865004,2147,1
0,2,14,18,3.935082,116,82,456.222222,71,35.646747,586,3952.5,1.007673,1107,1
0,1,1,1,0,7,3,53,71,1.377535,4,3943,1.725935,2148,0
0,1,3,3,1.459148,6,6,1099.666667,71,0.982087,475,3963,2.020598,2162,0
0,2,8,10,2.612069,66,65,202.2,71,146.20817,198,3969.5,1.000841,1108,1
0,2,5,5,2.245147,33,35,322.6,71,12.989229,126,3977,1.061595,1112,1
1,1,1,1,0,1,0,190,70,0.959051,37,1944,2.042697,924,0
0,2,2,2,0.738285,19,5,267.5,71,0.516487,27,3980.5,2.428859,1113,0
0,2,2,2,0.56651,9,6,112,71,0.843027,29,3982.5,-33.939991,1114,0
0,2,2,2,0.918296,9,6,235.5,70,54.995295,26,3884.5,1.01255,1075,1
0,2,2,3,0.616088,69,20,316.666667,71,0.99309,43,3985,1.95088,1115,1
0,1,3,8,2.64164,10,13,340.75,71,96.577491,505,4090.5,1.008112,2252,0
0,1,1,2,0.918296,2,4,51,58,267.29772,32,3886.5,1.00422,2117,0
1,3,4,4,1.869095,44,4,397.5,71,107.888105,287,5630.5,1.007069,1105,1
1,2,2,2,0.543564,8,0,260.5,70,47.988009,29,0.5,0.50521,0,1
0,2,59,98,2.963531,706,706,278.663265,71,4.697999,3431,4035.5,1.008761,1146,1
0,2,2,2,0.721928,3,2,198,71,0.001065,29,4085.5,705.347826,1147,0
0,1,1,1,0,4,4,498,71,0.230567,21,4095,5.337132,2253,0
0,1,3,3,1.5,4,4,1109.333333,71,1.015042,488,4097,849.60908,2256,0
0,1,1,1,0,1,1,498,71,0.00272,23,4099,368.659574,2257,1
0,1,1,1,0,4,5,214,71,0.302454,13,4100,4.306291,1148,1
0,1,1,1,0,2,1,213,71,0.009248,14,4101,109.135169,1149,1
1,1,1,1,0,0,9,445,70,10.1836,71,103,1.098197,18,0
1,1,1,1,0,4,1,371,70,2.387477,14,4102,1.418852,1150,1
1,2,2,3,1.130645,40,3,277.333333,71,6.933102,87,1358,1.080538,445,1
0,2,5,8,2.22797,85,81,330.5,71,7.074402,383,4106.5,1.610466,1151,1
0,1,1,1,0,1,1,470,71,2.813785,87,5608,1.355393,3944,1
0,2,18,21,3.849349,122,229,320.190476,71,0.860209,487,4127,1.262698,1166,1
0,3,4,6,1.963301,229,49,679.333333,71,5.327261,342,4113.5,1.048747,1153,1
0,1,1,1,0,3,0,442,71,0.488762,26,4229,3.045987,2302,0
0,1,1,1,0,2,2,67,71,0.553588,6,4230,2.806398,1232,0
1,1,2,2,0.941829,24,15,473.5,71,0.276076,113,4231.5,8.665052,2304,0
1,2,8,8,2.387176,15,27,241.5,71,0.916784,253,4236.5,1.591868,1239,0
0,1,1,1,0,4,0,445,71,0.042593,29,4241,24.478261,2306,0
0,1,1,1,0,10,19,284,70,51.579873,104,0,0,0,1
0,3,52,95,4.509564,936,932,273.547368,71,7.340317,3856,4289,1.033883,1266,1
1,1,2,2,1,8,0,570,70,51.358038,52,5609.5,1.014506,3946,0
0,2,3,4,0.299721,197,2,200.75,71,76.954902,105,4338.5,2.878984,676,0
0,2,6,11,2.994794,52,122,426,71,84.505028,303,5616,1.00475,539,1
0,1,3,3,1.12088,19,21,1128,71,27.025517,264,4342,1.03554,679,0
0,2,5,5,1.876654,95,6,598.2,71,10.400352,218,5624,4.087948,541,1
1,1,1,1,0,1,1,1751,71,0.20941,239,0,0,0,0
0,2,2,2,1,1,1,59.5,71,0.122222,17,1945.5,20.161144,894,1
0,1,2,3,1.058274,48,2,1304.666667,71,0.111015,359,4345,5.760142,682,0
0,1,2,2,0.764205,4,5,1884.5,71,0.199919,360,4347.5,4.75152,684,0
1,1,1,1,0,1,1,1095,70,36.734572,80,1885,1.027222,983,0
1,1,1,1,0,1,1,130,61,131.994618,6,1886,1.007576,984,0
0,1,1,1,0,4,0,104,67,53.834039,10,1887,1.018576,985,0
1,1,1,1,0,2,2,1387,70,52.843958,18,0,0,0,0
1,1,4,5,1.471281,45,28,675.4,71,36.04962,316,2,0.806544,4,0
1,1,1,2,0.153742,45,45,1514.5,71,1.023223,221,4349.5,1.689489,686,0
0,1,1,1,0,0,1,992,70,13.082512,195,1,1.076438,0,0
0,1,1,1,0,2,1,12,68,12.43581,1,5627,1.080413,542,0
0,2,7,7,2.659157,37,20,584.142857,71,53.132601,741,4354,1.035251,1267,1
0,1,1,1,0,1,0,290,71,7.741412,19,1888,1.129175,453,0
0,1,1,2,0.977418,11,6,281,71,2.006777,10,4358.5,1.365605,2382,1
0,2,3,3,1.092718,29,12,376.333333,71,0.733997,106,4361,13.959045,1268,1
0,1,1,2,0.239874,72,4,42,71,1.179277,3,4363.5,1.435736,1270,1
0,1,1,1,0,2,2,461,71,0.147292,4,4365,7.78925,2385,0
1,2,6,6,1.810929,15,12,184.333333,71,1.681863,141,4368.5,2.057658,687,1
0,1,1,1,0,16,5,110,71,0.017558,10,4372,57.954515,2391,1
0,1,1,1,0,34,0,132,71,0.053715,3,4373,19.616677,1271,1
0,1,1,2,0.684038,32,1,83,71,0.00309,4,4374.5,81.398876,1273,1
1,1,1,1,0,2,1,25,1,286.222951,2,1889,1.003494,19,0
0,1,1,1,0,6,0,170,71,0.024005,5,4376,42.658631,1274,1
1,1,2,2,0.936667,17,0,788,70,21.069873,133,1890.5,1.075345,987,0
0,1,1,1,0,1,1,44,58,158.536539,25,4377,1.006308,2392,0
1,1,1,1,0,6,1,879,59,93.474491,78,1892,1.010698,988,0
1,3,4,4,1.500775,92,19,1109.25,71,25.403626,329,1.5,0.758508,1,1
0,1,2,2,0.468996,18,12,85.5,71,3.70787,41,2797.5,1.236751,103,0
0,1,1,1,0,2,0,63,71,0.01735,26,2799,58.638426,104,0
0,1,1,2,0.918296,9,3,167.5,71,3.132662,33,4378.5,1.239413,2394,1
1,1,1,1,0,28,23,1749,70,12.588218,53,1893,1.079439,989,0
0,3,10,11,2.721373,187,76,260.181818,71,22.319532,555,4452,0.613153,1287,1
1,1,1,2,0.918296,0,3,101.5,71,1.055312,7,4380.5,1.705362,1276,0
0,1,1,1,0,19,24,231,71,3.375208,45,4382,1.296278,2395,1
0,1,1,1,0,7,13,461,71,-0.01037,6,4385,-95.428571,2398,1
1,1,1,2,0.970951,5,5,291,71,1.185122,16,4383.5,1.636422,2397,1
0,1,1,1,0,1,1,40,71,5.17603,11,1360,1.193198,446,0
1,1,1,1,0,20,0,165,70,19.687083,4,5628,1.050795,543,0
0,1,1,1,0,1,1,255,70,15.621644,52,4,1.064014,3,0
1,1,1,1,0,30,41,466,64,78.919606,30,2800,1.012671,105,1
0,2,3,3,1.214295,7,16,117,71,4.082604,71,4418,1.149687,1282,1
0,2,2,3,1.528621,46,14,256.333333,71,0.457596,25,4421,-0.926187,697,1
0,3,17,20,4.137926,80,53,374.4,71,2.310064,1161,4432.5,5.940376,1284,1
1,1,1,1,0,5,1,800,71,5.764664,54,1361,1.173471,552,1
1,1,1,1,0,8,1,455,64,0.114062,31,2801,9.767123,106,1
1,1,1,1,0,3,3,1248,71,1.51338,82,1894,1.660773,990,0
0,3,4,4,1.620509,15,42,531.5,71,0.645405,282,4444.5,3.009726,1285,1
1,2,3,3,1.238441,45,41,553,71,23.194568,65,2803,1.015141,2660,1
0,2,3,4,1.641208,34,11,240.25,71,1.760373,52,4414.5,1.506012,1281,1
1,1,2,2,0.200622,20,12,479.5,71,2.343513,71,1362.5,2.844409,554,1
0,1,1,1,0,1,1,9,41,64.789502,2,2805,1.015435,2,0
0,1,1,1,0,2,0,260,71,6.100104,6,4458,1.163932,2444,1
0,1,5,9,3.121928,10,10,305.111111,71,28.718459,477,4463,1.030375,2453,1
0,1,1,1,0,3,0,114,71,2.333333,17,2806,1.428571,109,0
0,2,5,6,1.940547,40,12,152.833333,71,1.645191,156,4470.5,1.28039,704,1
1,1,2,2,0.918296,3,3,127.5,71,0.996441,57,4474.5,75.097047,2460,1
0,1,2,2,0.391244,17,9,351,71,0.594936,18,4476.5,1.877177,2462,1
0,1,1,1,0,0,2,448,71,0.001563,12,4478,641,2463,0
0,1,1,1,0,0,1,28,71,0.013437,14,4479,75.418605,2464,0
1,1,1,1,0,1,1,446,71,0.008079,13,4480,124.782235,2465,0
0,2,3,8,2.014672,31,31,60.125,71,2.605968,127,4490.5,1.150464,1294,1
0,1,4,5,2.074127,13,14,471.4,71,3.520394,400,4497,1.123305,2477,1
0,1,6,6,2.405639,8,8,233.333333,71,4.323272,231,4483.5,1.212295,1293,1
0,1,1,1,0,1,1,113,71,5.382315,19,4509,1.185794,2482,0
0,2,3,4,1.922023,13,13,300.75,71,3.407083,159,4501.5,1.207489,1295,1
0,3,5,5,1.684108,36,62,387.2,71,1.752877,210,4506,6.936323,1298,1
0,1,1,1,0,7,9,45,23,610.05206,2,4510,1.001639,19,0
1,2,2,2,0.997821,81,10,302,84,-128.736487,49,9.5,0.994492,5,1
0,1,3,4,1.996792,18,12,249.5,71,201.82864,181,4521.5,1.116062,2487,1
0,2,2,3,1.530619,14,0,272,71,0.397311,38,4525,2.422724,714,1
0,1,2,2,0.543564,33,15,500.5,71,67.841424,81,4527.5,1.189807,716,0
0,3,10,13,2.985118,65,52,446.846154,71,6.959544,910,4540,1.013304,1302,1
0,2,4,5,1.966943,21,27,224,71,2.370407,76,4531,2.778367,1301,1
0,1,1,1,0,6,5,441,71,0.800637,15,4519,2.249006,2483,0
1,1,2,7,1.925836,62,77,365,71,59.693623,223,4514,1.00483,712,0
0,1,1,1,0,1,1,310,70,57.867662,47,4518,1.017281,713,0
0,1,1,1,0,6,30,451,71,0.304688,19,4547,4.282051,2501,1
0,1,3,4,0.643794,22,65,259.5,71,0.285376,184,4549.5,2.801349,2505,1
1,1,1,1,0,4,0,442,61,110.039711,16,1895,1.009088,991,0
0,2,2,3,1.262592,33,24,391.333333,71,39.476289,34,2808,1.011419,2661,1
1,3,8,11,2.806224,34,67,349.090909,71,1.036457,568,4557,4.663722,1303,1
0,1,1,1,0,5,3,42,71,0.005891,9,2810,170.744597,112,0
1,1,1,1,0,5,2,884,59,3.910231,79,1896,1.255739,992,0
1,1,1,1,0,1,1,811,71,0.345174,76,1897,3.897093,993,0
0,1,1,1,0,7,0,975,71,0.351852,151,4563,3.842105,721,0
0,1,1,1,0,1,1,95,57,194.467141,7,0,0,0,0
0,1,6,20,2.587101,741,741,37.05,70,110.044585,24,5642.5,1.000845,1125,0
0,1,2,2,0.591673,7,7,255.5,70,0.021979,2,5653.5,35.123223,1127,1
1,1,4,6,1.074624,1614,1614,567,71,44.386921,127,1900.5,1.0644,999,0
1,3,5,5,2.160689,36,41,272.6,71,16.415977,231,5660,1.88694,1129,1
0,1,1,1,0,3,51,138,41,66.729201,87,2811,1.014986,7,0
0,1,1,1,0,6,6,427,71,0.579375,93,4564,2.725998,2515,0
0,1,1,1,0,3,1,395,71,9.066447,26,5655,1.110297,1128,1
0,1,1,1,0,1,0,427,71,0.004711,94,4565,213.285012,2516,0
0,1,1,1,0,1,1,34,71,0.934317,69,4566,2.0703,2517,0
1,2,2,2,0.27139,62,24,681,71,0.588825,174,4567.5,2.266269,722,1
1,1,2,2,0.825627,15,12,141.5,70,62.274543,26,5656.5,1.012529,3959,1
0,1,1,1,0,8,4,618,71,2.907025,104,4569,1.343994,2519,1
1,1,1,1,0,33,4,604,70,22.903681,49,1904,1.043661,1000,0
0,2,2,2,0.706274,0,26,310.5,71,10.468524,93,4570.5,1.062573,1304,0
0,1,1,1,0,12,1,378,71,0.092627,23,4572,11.795952,2521,1
1,3,7,8,2.397788,82,30,393.625,71,2.198503,478,4576.5,181.240713,1307,1
1,3,3,4,1.695671,36,8,403.75,71,0.043229,195,4582.5,13.048193,1309,0
1,2,4,6,2.413088,11,11,475.166667,71,0.542976,292,4587.5,1.829701,729,1
1,2,2,2,0.468996,28,12,207.5,70,15.067431,21,258.5,1.049776,174,0
1,1,1,1,0,8,3,631,71,0.273611,51,1905,4.654822,1001,0
0,1,1,1,0,1,8,120,70,0.128935,9,260,8.755835,175,1
0,1,1,1,0,1,1,218,70,23.280486,16,9,1.042954,2,0
0,1,8,8,2.638981,143,162,55.875,70,59.567306,58,4594.5,1.005703,2535,1
1,1,1,1,0,1,4,55,70,0.035532,7,4599,29.143322,2536,0
0,1,1,1,0,1,0,32,70,0.045799,7,5663,22.834723,3963,0
0,1,1,1,0,23,10,2838,71,22.929595,221,4600,1.043612,730,0
0,1,2,2,0.297472,28,29,272.5,71,2.072297,113,4601.5,1.538143,2538,1
1,3,8,10,2.262727,50,2,608.6,71,0.5405,507,4607.5,38.575878,1316,1
1,1,2,2,0.721928,2,3,62,70,0.29897,23,1947.5,3.614275,927,0
0,1,1,1,0,2,2,424,71,0.046319,97,4613,22.589205,2540,1
0,1,2,2,0.985228,2,5,702.5,71,20.6318,206,4614.5,1.024255,734,0
0,1,2,2,0.890492,8,5,378,71,1.868542,156,5664.5,1.481988,1131,1
1,1,1,1,0,1,1,1043,71,0.598762,158,104,2.670114,24,0
1,1,1,1,0,5,5,326,67,100.795058,34,0,0,0,0
0,1,1,1,0,6,4,424,71,1.063785,98,5666,1.94004,3964,1
1,1,1,1,0,2,2,982,71,9.181273,20,0,0,0,0
0,1,1,1,0,5,4,198,70,76.382465,13,5667,1.013092,1132,0
1,1,1,1,0,28,0,1232,64,80.364595,48,1906,1.012443,1002,0
0,1,1,1,0,4,4,219,71,2.216123,11,4616,1.451239,735,0
0,1,1,1,0,2,2,579,70,25.191296,82,4617,1.039696,736,0
1,2,2,2,0.999644,28,17,616.5,71,40.271227,53,2812.5,1.013332,2662,1
0,1,1,1,0,0,1,146,71,0.00706,24,2814,142.639344,114,0
1,2,2,2,1,0,2,179.5,71,5.295145,42,2815.5,261.288177,2663,0
0,1,1,1,0,1,1,13,70,21.589688,34,2819,1.046318,8,0
1,1,1,1,0,5,4,580,71,3.194757,9,3,1.313013,3,0
1,1,1,1,0,2,2,693,70,34.142859,62,1907,1.029289,1003,0
0,1,1,1,0,12,11,1888,71,10.625625,252,3,1.094112,3,0
1,2,2,2,0.413817,12,0,296,71,15.628883,82,26.5,1.073635,9,0
1,1,1,1,0,1,2,1100,70,60.457986,33,5668,1.01654,547,0
1,2,3,4,1.09513,111,40,47.5,71,-0.738501,24,5713.5,0.866097,1146,1
1,1,17,17,4.087463,136,0,0,1,0,0,4637,0,2560,1
0,1,4,4,2,88,0,0,1,0,0,4647.5,0,2564,0
1,1,1,1,0,3,3,189,70,23.326725,7,4618,1.042869,1,0
0,1,2,2,0.391244,16,36,505,70,57.327396,25,4619.5,1.014117,1318,1
1,2,3,4,1.469537,24,23,689,71,6.055281,449,4625.5,1.102538,737,1
1,1,1,1,0,4,6,81,71,6.517373,26,4622,1.153436,1320,0
1,1,1,1,0,11,1,13,47,313.013461,1,4621,1.003195,1319,0
0,1,1,1,0,4,4,355,70,63.632813,13,4623,1.015715,1321,1
0,1,1,1,0,4,0,1049,71,0.484641,160,4628,3.063382,738,0
1,3,9,10,3.106891,15,15,254.5,71,9.965844,333,4654.5,1.09112,1322,1
1,1,1,1,0,3,3,426,71,4.093183,99,4660,1.244309,2573,1
1,2,2,4,1.674574,98,364,161.75,70,33.565174,54,2821.5,1.014707,2665,1
1,2,4,7,2.058958,92,4,127.428571,71,44.928783,79,648,1.02032,188,1
1,1,1,1,0,1,1,212,71,9.729664,45,652,1.102778,404,1
1,1,1,1,0,2,1,1879,70,43.375613,35,29,1.023054,8,0
1,1,1,1,0,9,5,270,67,141.416447,7,30,1.007071,9,0
1,2,4,10,1.144836,94,24,515.5,72,3.758376,302,4.5,0.918169,1,1
1,2,2,2,0.783221,95,8,2678.5,71,-16.018628,292,773.5,0.942563,324,1
1,1,1,1,0,1,1,141,71,0.347419,11,653,3.878369,189,0
0,2,3,5,1.036776,69,27,873.6,71,59.154718,497,33,1.020329,10,1
1,1,1,2,0.543564,12,4,286,71,23.525104,69,423.5,1.041584,203,1
0,2,23,31,4.085916,672,630,508.677419,71,34.442894,1955,51,1.008351,21,1
0,3,4,4,1.723107,304,152,704.5,71,21.799459,272,15418.5,1.644948,830,1
1,1,1,1,0,2,2,787,70,68.076829,32,0,0,0,0
1,1,1,1,0,1,1,668,70,41.370243,79,0,0,0,0
0,3,5,5,2.233289,40,5,593.6,71,17.046421,696,4663,1.059533,1323,1
0,1,1,1,0,0,34,34,18,1189.632002,3,1949,1.000841,109,0
1,2,2,2,0.970951,8,2,1239,70,39.721649,146,5669.5,1.025807,1133,0
1,1,1,1,0,8,3,788,70,33.971562,28,5676,1.029436,551,0
1,1,1,1,0,4,5,135,71,19.736065,6,4666,1.050669,1324,0
1,1,1,1,0,9,6,1010,71,20.099201,32,4667,1.049753,1325,0
1,2,2,2,0.605187,21,6,619.5,71,17.502951,165,4668.5,1.028567,1326,1
0,2,2,3,0.250246,263,1,33,70,96.67054,25,2825,1.003494,121,0
1,3,3,3,1.521928,2,3,453.333333,71,5.053646,96,227,1.101814,58,0
1,2,4,4,1.80476,14,7,924,71,17.449132,696,4671.5,1.039273,743,1
0,1,1,1,0,2,0,1027,71,0.064525,35,4674,16.497758,1327,0
0,1,1,1,0,12,1,113,70,71.044896,7,105,1.014076,19,1
1,1,1,1,0,1,1,1029,71,0.018634,36,4675,54.664596,1328,0
0,1,2,2,1,8,18,282.5,71,11.555411,47,4676.5,1.105398,2580,1
1,3,6,6,2.401609,20,20,240.333333,71,12.419408,243,4680.5,1.062226,1329,1
1,1,1,1,0,2,1,426,71,5.98022,100,4684,1.167218,2585,0
0,2,2,2,0.439497,11,0,597.5,71,14.141181,36,106.5,1.050468,59,0
0,1,1,1,0,15,5,1086,71,0.00412,22,108,243.696629,60,1
0,1,1,1,0,1,1,579,70,10.761019,83,6233,1.092928,1574,0
0,1,1,1,0,0,11,579,70,0.000509,84,6234,1964.636364,1575,0
1,1,1,1,0,2,5,182,65,101.736655,10,6235,1.009829,1576,0
0,1,2,2,0.954434,5,3,354.5,71,22.55239,147,109.5,1.022378,22,1
1,1,1,1,0,11,6,745,67,113.685822,53,2,1.008796,2,0
1,2,14,24,3.293137,398,351,423.875,71,68.99725,318,122.5,1.004398,82,1
0,1,1,1,0,5,5,37,33,325.970451,5,0,0,0,1
1,1,1,1,0,1,1,165,71,15.145104,19,0,0,0,1
1,1,1,1,0,1,1,157,70,71.468218,13,0,0,0,0
0,2,2,2,0.836641,8,7,217,71,46.178409,43,0.5,0.505414,0,1
1,1,1,1,0,7,2,685,70,38.769757,31,1908,1.025793,1004,0
1,1,1,1,0,9,8,1233,64,77.951944,22,1909,1.012828,1005,0
1,1,1,1,0,33,0,1234,71,-1.403113,24,1938,0.287299,1028,0
1,1,1,1,0,3,2,255,64,70.061157,18,1910,1.014273,1006,0
1,1,2,2,0.961237,10,3,228.5,70,125.929416,22,1911.5,1.010938,1008,0
1,2,2,2,0.811278,12,12,1115.5,71,58.333218,119,5677.5,1.012857,552,1
0,3,4,5,1.759016,112,23,1616.2,79,-23.037475,747,455,0.988744,145,1
1,1,1,1,0,1,1,121,71,20.185648,9,654,1.04954,405,1
1,1,1,1,0,1,1,458,70,54.229769,22,1,1.01844,1,0
1,1,1,1,0,1,0,2681,70,44.682141,165,1913,1.02238,1009,0
1,1,2,2,0.56651,30,0,778.5,71,58.8161,89,1914.5,1.009341,1011,0
1,2,2,2,0.918296,7,2,1199,71,51.636534,257,655.5,1.042304,190,0
1,1,1,1,0,11,64,73,70,39.862593,13,1916,1.025086,1012,0
1,1,1,1,0,3,1,2531,70,59.08147,162,1917,1.016926,1013,0
1,1,2,2,0.995727,5,8,2694,71,8.104392,386,1918.5,1.061784,1015,0
0,2,9,11,3.29277,17,17,566.181818,71,97.382843,513,1925,1.007494,1021,1
1,1,1,1,0,77,78,148,26,437.550625,2,288,1.002285,113,1
1,1,1,1,0,1,1,55,59,564.154884,20,1931,1.001773,459,0
1,1,1,1,0,9,5,1089,71,7.802685,235,4685,1.128161,2586,1
0,1,1,1,0,2,1,385,71,7.829792,141,4686,1.127717,1330,1
1,2,7,10,2.360981,73,26,661.6,71,98.33328,653,4691.5,1.001506,750,1
1,1,1,1,0,1,1,317,71,0.421863,1,757,3.370435,383,1
1,1,2,2,0.591673,7,7,717,71,0.473519,167,758.5,2.583887,54,0
0,1,1,1,0,2,2,218,71,26.889444,14,1950,1.037189,895,0
1,1,1,1,0,1,1,2080,71,0.957118,232,760,2.044803,384,1
1,1,1,1,0,1,1,322,70,62.772025,31,761,1.015931,385,0
1,1,1,1,0,34,2,317,71,0.592523,2,762,2.687698,386,1
