@relation nova
@attribute fix numeric
@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entrophy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute contains_bug numeric
@data
0,1,1,1,0,0,4,1273,229,0.003993,423,1043,251.434783,903,0
1,1,1,1,0,0,5,1269,229,0.006366,424,1044,158.090909,904,0
1,1,2,2,0.881291,10,10,826,229,5.414045,429,1045.5,1.092367,906,0
0,1,1,1,0,0,44,1264,229,0.104711,426,1047,10.550127,907,0
1,1,2,2,0.912734,59,2,1256,226,35.92809,225,1136.5,1.020875,1061,1
0,1,2,2,0.33729,63,1,887.5,229,24.814763,46,0.5,0.510075,1,1
1,1,2,2,0.985228,70,7,140.5,227,65.579977,9,842.5,1.043573,839,1
1,1,4,5,1.343277,51,54,3723,229,12.649377,1924,602,1.049814,385,1
0,1,49,49,5.416115,88408,59484,12921.14286,174,8.631621,2145,2155,1.010296,2150,0
0,1,2,2,0.69129,97,38,708,229,1.974439,27,256.5,1.212724,222,1
1,1,1,1,0,1,1,175,225,1.589873,81,232,1.628981,21,0
0,1,1,1,0,13,0,5899,229,2.279965,991,242,1.438603,211,1
1,1,7,8,1.989239,245,69,1425.625,236,-42.933611,1616,115.5,0.993405,106,1
0,1,2,4,1.846439,12,8,3715.75,230,33.076892,428,259.5,1.017936,226,0
0,1,1,1,0,6,2,171,226,5.958773,5,76,1.16782,74,0
0,1,2,3,0.937093,71,1,2100.333333,230,0.876447,356,263,1.540576,229,0
1,1,1,10,3.321928,140,0,0,1,0,0,1354.5,0,1237,0
0,1,1,1,0,12,0,509,224,33.869954,22,1138,1.029525,1062,0
0,1,2,2,0.807408,0,206,1152.5,229,8.084896,523,1048.5,1.065837,909,0
1,1,1,1,0,4,0,422,1,6.945382,1,1147,1.143981,1071,0
0,1,1,1,0,5,5,158,226,20.827616,5,1148,1.048013,1072,0
0,1,1,1,0,6,6,69,226,20.828657,5,1149,1.048011,1073,0
0,1,1,1,0,11,11,105,226,20.829375,4,1150,1.048009,1074,0
0,1,1,1,0,12,12,267,226,20.830799,6,1161,1.048006,1085,0
0,1,1,1,0,6,6,119,228,12.785903,6,1151,1.078211,1075,0
0,1,1,1,0,17,16,167,226,20.833287,4,1152,1.048,1076,0
0,1,1,1,0,9,9,135,229,6.826678,7,1153,1.146484,1077,0
0,1,2,2,0.721928,5,5,126,226,38.024097,3,1154.5,1.01465,1079,0
0,1,1,1,0,7,7,65,226,20.837199,3,1158,1.047991,1082,0
1,1,1,1,0,1,0,794,227,14.393264,15,1139,1.069477,1063,0
0,1,1,1,0,18,18,104,226,20.871678,6,1156,1.047912,1080,0
0,1,1,1,0,10,9,148,229,12.973032,9,1157,1.077083,1081,0
0,1,3,4,0.448684,64,59,2727,230,11.112624,615,1163.5,1.349893,1089,1
0,1,2,2,0.391244,13,0,6395,229,0.253432,1094,1140.5,2.51604,1065,1
1,1,2,6,2.521641,7,7,82.5,227,59.480847,286,4.5,1.085382,7,1
0,1,2,2,0.811278,4,4,497,230,24.863791,48,1159.5,1.033891,1084,0
0,1,3,3,1.148835,13,8,1296.666667,230,8.301856,157,1169,1.038416,1094,1
0,1,1,1,0,2,2,267,229,-4.129861,7,924,0.757861,874,0
0,1,1,1,0,0,4,426,1,0.195984,2,1178,6.102463,1102,0
0,1,2,2,0.647806,0,175,783.5,230,-7.789144,120,175.5,0.903712,166,0
0,1,2,2,0.708277,118,1,1194,230,30.1486,181,117.5,1.025081,109,0
1,1,1,1,0,2,2,192,229,10.084525,4,2374,1.099162,2077,1
0,1,2,3,1.056393,77,20,797.333333,229,62.388607,96,21,1.015512,21,1
0,2,3,6,2.343786,7,53,1395.333333,229,8.515685,388,159.5,1.042231,156,1
0,1,2,4,1.750515,69,3,2614.25,234,13.352922,1228,246.5,1.026629,238,1
0,1,2,2,0.811278,1,11,638,229,25.896834,439,1050.5,1.019506,911,0
0,1,3,3,1.498751,11,23,897.666667,229,37.924769,578,1054,1.63986,915,0
0,1,2,2,0.836641,31,14,657,230,13.997303,60,1166.5,0.857922,1091,0
0,1,1,1,0,0,15,1160,229,0.042928,429,1052,24.294689,912,0
0,1,4,4,1.951864,51,51,1825,235,-6.159262,1509,1070.5,0.994521,931,1
1,1,2,2,0.297472,37,1,1920,227,18.152257,490,4.5,1.041317,4,0
1,1,1,1,0,55,54,515,228,22.230463,8,1485,1.044983,1417,0
1,1,2,2,0.613619,32,1,6060,230,-5.782431,393,0.5,0.456766,1,1
1,2,2,2,1,2,2,4089.5,229,1.654832,445,1360.5,2.188537,1238,0
1,1,1,1,0,55,54,509,228,22.987917,8,2375,1.043501,2078,0
0,1,6,8,2.256612,159,48,717.75,230,19.887629,834,8.5,1.009563,11,1
0,1,2,3,1.118379,42,30,909,229,34.277172,155,164,1.010043,159,1
1,1,1,4,1.727397,14,14,2548.25,230,23.017503,2283,32.5,1.027124,34,1
1,1,3,3,1.349549,30,3,1048,230,18.741651,260,1143,1.071456,1068,0
0,1,2,2,0.884115,43,0,478,235,-19.31684,107,133.5,0.955324,129,0
1,1,1,3,1.251629,6,6,524.333333,230,119.208445,386,36,1.026666,37,0
0,2,2,2,1,2,2,4184.5,230,2.098223,1299,1362.5,1.246481,1239,0
1,1,3,8,2.845351,11,11,1303.25,229,106.30944,1868,41.5,1.00982,45,1
1,1,1,1,0,1,1,77,218,34.775162,15,46,1.028756,46,1
1,2,7,9,2.646782,16,16,812.777778,230,42.636499,522,51,2.011252,54,1
0,1,2,2,0.721928,9,1,344.5,221,75.345197,21,183.5,1.011632,146,1
0,1,1,1,0,0,8,1512,230,24.66456,35,10,1.040544,10,0
0,1,8,8,2.873141,8,5,669.75,229,34.392975,436,169.5,1.009073,167,0
0,2,3,4,1.75,8,8,631.25,227,67.400978,55,12.5,1.023406,1,1
0,1,1,1,0,9,3,271,229,4.153773,13,180,1.240745,142,0
0,1,2,2,0.629249,38,0,219,229,9.600787,16,181.5,1.052156,144,1
0,1,1,2,1,0,12,209,227,33.652593,19,972.5,1.024964,892,0
0,1,2,3,0.461882,39,0,332,239,34.370282,99,3,1.000402,4,0
0,1,4,4,1.907679,27,13,1638.25,230,23.886233,1238,266.5,1.014442,233,0
1,2,7,9,2.721735,54,40,356,229,87.211119,222,81,1.007412,4,0
0,1,2,2,0.721928,7,3,154.5,226,18.84408,8,1184.5,1.113195,1109,0
0,1,2,4,1.609068,48,15,2492.25,230,11.147431,2365,1187.5,0.636492,1113,1
1,1,3,6,1.702293,51,67,2076.333333,230,15.543949,2051,1192.5,4.981147,1119,1
0,1,5,8,2.748015,27,110,1163.625,230,1.684185,1833,1199.5,11.977327,1127,1
1,1,8,11,2.65786,52,74,2771.090909,230,13.066831,3613,274,1.021987,244,1
0,2,3,3,1.076191,55,29,198.666667,231,17.194167,82,1058,0.889569,26,0
0,1,1,1,0,5,8,893,229,-5.68794,86,1060,0.824189,919,0
1,1,1,1,0,5,5,719,229,0.552361,26,1056,2.81041,916,0
0,1,50,50,5.37892,52644,34747,13241.2,174,6.862745,2194,2204.5,1.012856,2200,0
0,1,6,33,4.032693,382,383,804.636364,234,14.156471,883,798,1.03149,761,1
0,1,2,2,0.867282,114,21,260.5,235,-26.66081,24,189.5,0.971869,152,0
1,1,1,1,0,2,2,3623,230,1.805822,914,81,1.553765,80,1
0,1,2,2,0.803716,49,4,238,234,-6.807622,19,185.5,0.929251,148,0
0,2,3,3,1.434431,3,79,4338.666667,230,33.063711,648,1365,1.222459,1241,0
1,1,1,4,1.928815,28,4,49,218,143.698466,11,125.5,1.004077,118,0
0,1,1,1,0,27,0,6910,230,36.141181,109,86,1.027669,79,0
0,1,1,1,0,10,11,101,226,6.056481,2,1179,1.165112,1103,0
0,1,2,2,0.923339,63,2,1901,230,9.174282,926,1367.5,0.919616,1243,1
0,1,3,3,1.305607,0,75,27.666667,227,282.545367,19,1462,1.001333,7,0
1,3,3,6,1.723873,0,110,76.166667,229,145.578545,184,2378.5,1.001297,18,0
1,1,2,2,0.666578,13,10,1040,229,5.594473,114,92.5,1.133704,86,0
0,1,1,1,0,8,0,549,230,13.177095,33,1180,1.075889,1104,0
1,1,1,1,0,16,2,1216,234,-14.274896,55,103,0.929947,96,1
0,1,2,2,0.301379,72,40,1041.5,229,0.372766,116,194.5,3.011985,189,1
1,1,4,4,1.222113,118,17,409.75,234,-8.08794,59,2.5,0.945786,4,1
0,1,6,8,2.973525,21,12,505.625,231,30.744185,371,5.5,1.005994,9,1
1,1,2,2,1,4,2,439.5,228,27.804398,18,0.5,0.508991,1,1
1,1,2,2,0.574636,20,2,2677.5,230,19.030498,1183,0.5,0.513137,1,1
1,1,1,1,0,1,1,5000,230,1.577627,1177,1,1.633863,1,0
0,1,2,2,0.918296,12,3,397,227,49.496204,23,504.5,1.011475,426,1
0,1,1,1,0,7,1,460,254,-108.60316,113,218,0.990792,203,0
0,1,2,2,0.512709,34,1,6043.5,230,7.077552,391,280.5,1.104923,246,0
1,1,1,1,0,1,7,146,227,0.148576,20,506,7.730545,427,0
0,2,7,44,4.575542,625,78,140.568182,230,8.413012,367,58.5,1.006085,55,1
0,2,2,2,1,2,2,1876,230,3.84739,160,7.5,1.494689,5,0
1,1,4,4,1.96865,21,14,3434.5,234,2.293788,1225,32.5,1.050455,34,1
0,1,2,2,0.997294,45,4,1256.5,230,27.577384,660,1.5,1.027196,2,0
1,1,2,2,0.896038,15,1,266.5,229,7.171111,21,0.5,0.534862,1,0
0,1,1,1,0,6,2,413,229,2.505081,46,36,1.399189,27,0
0,1,4,4,1.746435,6,15,2355.25,230,32.516644,1845,120.5,1.008023,120,1
0,1,4,4,1.991076,30,6,484,230,29.864051,76,120.5,1.010952,113,1
0,1,1,1,0,0,2,3614,230,2.648657,916,118,1.37755,116,0
0,1,2,2,0.866984,87,10,2179.5,234,7.175984,513,249.5,1.104515,240,0
0,2,2,2,0.94566,9,2,1923.5,235,-1.742112,242,221.5,0.83827,209,0
0,1,2,5,2.018195,181,67,2329.6,240,-47.928806,1320,276,0.988324,265,1
1,1,2,2,0.675191,41,4,765,230,25.534444,118,129.5,1.021287,121,1
1,1,1,1,0,3,2,261,221,73.484861,10,280,1.013608,269,1
0,1,2,2,0.918296,8,7,823,223,72.973906,93,1459.5,1.007591,1193,0
0,1,4,4,1.219937,43,4,297.75,227,40.985205,46,1466.5,1.009821,1198,0
0,1,1,21,4.098099,53,53,402.190476,230,70.578056,382,672,1.004944,630,1
1,1,2,2,0.918296,10,2,435,227,37.373981,87,0.5,0.506689,1,1
0,1,3,10,2.752021,54,54,1254.1,230,31.555282,531,697.5,1.068537,650,1
0,1,4,10,3.104742,37,37,1683,230,24.639853,227,687.5,1.012542,640,0
0,1,10,24,3.57235,151,151,1269.25,231,27.186538,1526,717.5,1.064074,676,1
0,1,2,2,0.998364,20,1,2544,230,2.070556,954,82.5,1.790778,82,1
0,1,6,9,2.90281,31,59,2298.444444,230,42.655505,2281,127,1.051922,129,1
0,1,2,4,1.994417,104,12,1019.5,236,4.897202,250,242.5,0.995822,237,1
0,1,1,1,0,4,2,657,230,0.945394,6,123,2.057761,114,1
1,1,2,2,0.976021,19,3,328.5,230,56.881852,5,94.5,1.011199,88,1
0,1,1,1,0,0,16,1489,229,6.736782,102,174,1.148439,164,0
0,1,50,50,5.643849,29295,25569,13599.14,174,4.999711,2244,2254.5,1.017998,2250,0
0,2,4,4,0.891304,627,0,170.25,227,25.724103,238,637.5,1.01834,405,1
1,1,1,1,0,0,1,3622,230,2.179502,918,6,1.45882,6,0
0,1,2,5,2.154539,81,71,2353.8,240,2.177644,1326,282,1.175232,271,0
0,1,2,2,0.996792,12,3,530,229,45.719109,92,228.5,1.011632,219,0
1,1,2,3,1.494919,11,11,733.666667,230,11.064518,105,1182,1.103622,1107,1
0,1,1,1,0,3,0,644,230,25.192187,22,234,1.039695,224,1
0,1,1,1,0,18,11,2741,240,2.977755,479,279,1.335824,266,1
1,1,1,1,0,4,4,4831,230,9.89625,330,0,0,0,1
0,1,2,2,0.967788,38,0,318,1,14.458438,4,1208.5,1.063214,1133,1
0,1,6,6,1.978514,137,38,2630.666667,235,-4.155845,2337,2.5,2.230247,5,1
0,1,8,8,2.979595,44,12,348.375,230,46.178391,385,1372.5,1.005915,1251,1
0,1,3,4,1.605547,39,12,2454.75,230,23.772798,577,1378.5,1.013469,1255,1
1,1,1,1,0,1,1,146,227,11.022604,43,1486,1.090723,1418,1
0,1,2,2,0.994351,147,0,0,1,0,0,1240.5,0,1165,1
1,1,2,2,0.881291,11,9,147,230,25.493513,10,1206.5,1.054487,1131,1
0,1,2,15,3.589397,69,22,257.533333,231,7.252005,201,1225,1.05467,1156,0
0,1,2,2,0.90995,96,27,301.5,234,-14.350012,21,1469.5,0.947735,1200,1
0,1,2,2,0.716258,11,60,179.5,230,-9.520949,54,1383.5,0.921226,1259,0
0,1,1,3,0.805367,40,37,830.333333,230,18.084016,73,1062,1.024514,922,1
0,1,2,2,0.951763,35,0,733,233,-9.767928,99,1238.5,0.923218,1163,1
0,1,1,1,0,1,1,70,224,106.285938,4,1064,1.009409,923,0
1,1,2,2,1,8,4,4417,230,4.382541,556,1204.5,1.199557,1129,0
0,1,5,6,2.52226,37,11,548.666667,233,34.494444,345,1244.5,1.03528,1171,1
0,1,1,1,0,15,4,551,223,40.186863,55,1248,1.024884,1172,1
0,1,3,4,1.934715,0,42,1428.75,234,-6.103513,1425,1250.5,0.954459,1176,0
0,2,3,17,3.643117,174,0,0,1,0,0,922,0,605,1
0,2,3,37,4.680429,878,0,0,1,0,0,949,0,624,0
1,1,2,2,0.684038,29,4,969.5,230,45.76537,83,0.5,0.505463,1,1
0,1,1,3,1.246705,11,10,2403,230,7.979279,427,186,1.067735,181,1
0,1,3,3,0.690695,67,49,694,233,11.06365,236,1254,1.029799,1179,1
0,1,2,4,1.384956,25,40,896,233,2.866157,427,1257.5,1.125965,1183,1
0,1,2,3,1.517592,47,4,97,230,49.722913,65,1419,1.007597,1295,0
0,1,2,2,0.543564,10,38,178,231,1.841314,59,1421.5,23.777282,1297,0
0,1,2,3,1.555057,116,14,87.333333,235,76.886821,46,1424,1.004965,1300,0
0,1,1,1,0,1,42,110,235,0.009965,17,1426,101.348432,1301,0
0,1,1,1,0,8,1,230,192,54.126505,129,9,1.018475,0,1
1,1,2,2,0.749595,13,1,1714.5,231,37.476898,56,44.5,1.013846,44,0
1,1,4,4,1.549179,181,0,2887.75,234,2.054682,474,976.5,1.046503,635,1
1,1,2,2,0.179256,73,1,2944,233,32.008322,105,653.5,0.939927,414,1
0,1,1,1,0,0,56,4575,230,4.147812,187,25,1.241091,25,0
1,1,1,1,0,1,1,3655,230,0.408704,923,26,3.44676,26,0
0,1,1,1,0,1,1,68,216,97.095718,30,0,0,0,0
1,1,3,4,1.616641,13,38,786,231,47.28491,116,732.5,1.008807,529,1
0,1,2,2,0.985909,66,20,6075.5,230,24.718987,399,45.5,1.020474,31,0
0,1,2,3,1.556657,16,5,613,231,9.919992,119,1211,1.066063,1136,1
1,1,1,1,0,11,9,276,218,83.007118,11,128,1.012047,119,1
0,1,1,1,0,2,2,31,224,14.997373,20,2280,1.066678,1,0
1,1,1,1,0,0,4,1823,273,-216.66684,52,4,0.995385,4,0
0,1,1,2,0.968165,43,86,825,231,1.067263,74,1213.5,1.471441,1138,0
0,1,1,2,0.967815,417,196,192.5,266,-266.172245,17,5.5,0.997182,6,1
0,1,1,3,1.169958,184,2,82,257,-135.967924,2,8,0.664215,9,0
0,1,1,1,0,63,0,34,275,-258.912535,1,22,0.996138,22,0
0,1,1,2,0.946228,95,34,33,267,-133.083773,5,23.5,0.498121,24,0
0,1,1,2,0.993382,195,108,209.5,292,-343.874821,4,72.5,0.997788,73,1
0,1,1,1,0,212,0,62,297,-257.712894,1,74,0.99612,74,0
1,1,2,2,0.970951,12,18,1324.5,235,-40.483582,251,12.5,0.981585,12,1
1,1,3,3,1.492246,137,7,4353.333333,234,-11.172415,431,10,0.947549,10,1
0,1,2,3,1.584963,3,3,133.666667,229,19.685042,12,1066,1.022969,926,0
0,1,2,2,0.886541,20,3,1894.5,230,-0.988333,77,1490.5,0.241147,1423,1
0,1,1,1,0,12,4,4019,230,27.308634,62,1068,1.036618,927,0
1,1,1,1,0,0,5,3351,231,0.867454,56,46,2.152799,45,0
0,1,2,2,0.999806,61,0,0,1,0,0,15.5,0,14,0
1,2,2,3,1.297076,71,0,1148,230,6.233322,134,988,1.052113,11,0
0,4,10,31,4.139711,751,7,56.387097,236,11.440371,422,33,1.004506,34,1
0,1,1,1,0,19,53,4041,234,-7.10978,67,1073,0.859349,932,1
1,1,1,1,0,35,54,157,192,96.402523,4,0,0,0,0
0,1,2,2,0.341154,38,25,284,235,31.039699,15,138.5,1.033266,137,1
1,1,1,1,0,0,2,97,218,125.344282,16,15,1.007978,14,0
0,1,2,9,2.549108,6,129,270.444444,235,18.983801,731,144,1.007383,146,1
0,3,7,11,3.008598,375,1,93.636364,254,-36.84297,293,109,0.722817,89,1
0,1,4,6,2.281327,75,43,1689,254,-89.253783,1873,151.5,0.995919,152,1
1,1,3,3,1.097125,25,0,1896.333333,230,23.416817,415,1,0.676216,2,1
1,1,2,6,1.834615,17,104,2349.166667,235,26.610224,565,2.5,0.839296,5,1
1,2,3,3,1.5,6,2,1189.666667,239,49.379556,181,12,1.000765,11,1
0,1,2,2,0.863121,7,0,418,231,-2.921973,157,0.5,0.414441,1,0
1,1,3,3,1.493191,40,5,700.666667,231,3.742168,192,1216,1.099833,1141,1
0,1,1,1,0,1,1,322,229,52.449005,15,23,1.019066,22,0
1,1,1,1,0,1,1,75,222,30.817211,18,1464,1.032449,1194,1
1,1,1,1,0,65,88,9755,236,-25.721458,546,170,0.961122,162,0
1,1,2,2,0.918296,3,3,1894.5,230,36.669306,75,281.5,1.015252,271,0
0,1,1,1,0,1,1,31,224,1.258924,21,2281,1.794329,2,0
0,1,2,2,0.993651,64,0,763.5,236,-48.767894,108,1285.5,0.984621,1210,1
0,1,2,2,0.961237,19,7,431,234,7.693194,31,5.5,1.097489,6,0
1,1,2,9,2.658723,193,68,735,254,-101.814269,306,33,0.996765,36,0
1,1,1,1,0,0,521,521,224,48.839803,1,977,1.020475,895,0
0,1,1,1,0,1,0,86,218,49.536991,3,976,1.020187,8,0
1,1,1,1,0,2,2,96,218,126.698912,17,2,1.007893,2,1
0,1,2,2,0.94566,5,6,2145.5,230,29.03522,504,241.5,1.025831,232,0
0,1,2,3,1.341473,52,47,1306,263,-208.358642,261,561,0.996977,542,0
0,1,2,2,0.669996,55,2,399.5,235,-11.589745,41,255.5,0.935288,246,0
0,1,3,3,1.322306,38,4,384.333333,235,19.502535,116,1472,1.013942,1203,1
0,1,2,5,1.872417,99,22,1259.4,256,-108.553813,378,47,0.996117,48,1
1,1,1,2,0.558629,23,23,16,1,46.990289,2,85.5,1.015961,85,0
0,1,9,10,3.014623,62,11,2437.4,241,-47.685793,2930,187.5,0.988463,182,1
0,1,1,1,0,3,3,31,224,2.06735,22,2282,1.483711,3,0
0,1,1,1,0,0,12,128,218,53.045035,44,990,1.018852,11,0
1,1,1,1,0,1,1,256,218,51.574086,6,978,1.01939,896,0
0,1,2,2,0.896038,4,12,1433,234,-0.552674,229,35.5,0.008731,36,1
0,2,57,126,6.331578,260,256,93.825397,234,50.635458,472,100.5,1.000847,105,1
0,1,5,5,2.223272,17,9,3077.6,234,6.064056,1405,981,1.084078,640,1
0,1,2,2,0.873981,51,0,2829,234,0.285764,116,984.5,3.624544,642,1
1,1,2,2,0.883585,26,27,894.5,231,37.157685,20,2.5,1.01288,3,1
0,2,5,8,1.81021,345,312,1219.25,235,2.600965,347,260.5,1.016265,253,1
0,1,2,2,0.918296,13,2,6425.5,231,10.10783,1107,1233.5,1.072608,1158,1
0,1,3,3,1.364291,39,18,4925,233,23.45512,1563,1236,1.013581,1161,1
0,1,1,1,0,8,0,21,139,269.283727,3,81,1.003714,56,0
0,1,2,2,0.503258,9,0,2854.5,234,0.464444,118,986.5,2.614833,644,1
1,1,2,5,1.818941,57,0,302.4,247,-82.643141,40,16,0.994202,18,1
1,1,4,8,2.839879,107,35,266.75,230,-23.176678,105,5.5,0.982118,9,1
0,2,2,2,0.200622,32,0,20.5,232,35.040613,49,0.5,0.507135,0,1
1,1,2,2,1,2,2,256,221,69.523663,34,0.5,0.503596,1,1
0,2,4,18,3.684696,479,8,8.5,221,3.525075,60,808.5,0.564311,500,1
1,1,2,2,1,29,7,2660.5,239,-56.059763,391,7.5,0.987519,8,0
0,1,2,2,0.599314,88,8,404,234,-15.84103,85,2.5,0.717836,3,1
0,1,2,3,1.370951,2,3,181,229,54.172029,163,969,1.013494,627,0
0,1,4,4,1.786315,56,34,168.75,234,19.613475,35,165.5,1.020335,109,1
0,1,2,2,0.881291,7,3,733,236,-17.199271,78,246.5,0.970685,240,1
0,3,16,104,5.657682,630,600,34.432692,234,35.859485,535,1048.5,0.82783,704,1
1,1,2,2,0.696212,15,1,180,230,10.803409,54,131.5,1.068079,123,1
0,1,7,7,2.134029,27,53,1420.142857,233,29.468166,811,99,1.014516,95,0
1,1,1,1,0,2,2,316,221,77.117581,182,243,1.012967,156,0
1,1,3,3,0.99176,20,0,4552.666667,230,34.867967,784,7,1.013697,7,0
1,1,2,2,0.522559,17,0,566.5,230,37.912205,130,1492.5,1.015389,1425,0
0,1,1,1,0,2,1,397,234,0.465289,162,1101,3.1492,705,0
0,1,7,20,4.027778,84,64,1006.5,232,39.762025,2201,26.5,1.003381,34,0
0,1,1,1,0,0,2,587,230,15.249074,164,28,1.065578,28,0
1,1,2,2,0.826746,92,8,302,233,29.878542,21,35.5,1.016734,29,0
0,1,1,1,0,2,1,574,214,116.904931,20,37,1.008554,28,0
0,1,5,8,2.920791,20,11,629.125,231,65.634873,387,41.5,1.00371,36,1
1,1,2,2,0.468996,14,6,2583,230,3.68195,966,1497.5,1.135467,1430,0
1,1,1,1,0,1,1,1521,230,7.812199,39,1494,1.128005,1426,0
0,1,1,1,0,31,27,1507,230,0.021829,41,1496,46.811241,1428,1
0,1,1,1,0,0,14,1899,230,8.880231,447,979,1.11261,897,0
0,1,6,7,2.301048,50,13,3980,235,5.041146,3077,27,0.993691,29,1
1,1,5,5,2.173254,24,12,4027.2,236,-8.010769,2574,13,0.932391,15,1
0,1,1,1,0,2,2,56,229,14.346748,73,9,1.069702,1,0
0,1,5,29,4.213774,148,150,952.586207,234,34.502571,896,744,1.008149,705,1
0,1,9,23,4.130262,83,86,1046.391304,234,38.869379,384,770,1.001923,728,1
1,1,1,1,0,3,4,659,234,15.073484,9,220,1.066342,208,0
0,1,2,2,1,2,2,19,160,167.82162,2,971.5,1.003022,629,0
1,1,2,2,0.276195,25,17,175.5,230,29.543605,52,42.5,1.060291,41,1
1,1,3,3,1.09756,35,6,126.666667,254,-106.411624,30,75,0.994756,67,1
0,1,2,3,1.384113,41,9,1059.666667,246,-62.781084,178,323,0.989714,314,0
0,1,6,6,2.478946,29,13,661.166667,232,123.466744,259,982.5,1.00357,903,1
0,1,2,4,1.669229,148,17,4618,265,-229.543374,559,27.5,0.997692,27,1
1,1,3,4,1.765957,14,6,2884.75,233,63.520165,656,246.5,1.02237,217,1
1,1,2,2,0.276195,11,10,461.5,227,50.284363,29,133.5,1.012528,125,0
0,1,4,4,1.668327,41,0,760,234,56.429433,203,15.5,1.00526,17,1
0,1,20,26,4.514975,72,41,1170.538462,233,57.798869,3817,58.5,1.021461,62,1
0,1,1,1,0,1,0,130,157,43.135255,76,10,1.023183,0,0
0,1,2,2,0.989245,37,4,84,230,10.925822,32,1381.5,1.068645,1257,0
1,1,3,3,1.006575,81,5,1231.333333,235,3.481439,47,108,0.949209,106,1
1,1,4,4,1.279875,33,6,582.25,234,17.347023,192,12.5,1.021442,12,0
1,1,2,2,0.982859,33,19,1903,235,25.853519,160,1074.5,1.713081,934,0
0,1,2,2,0.380947,17,10,1125,255,-83.193235,55,0.5,0.496995,1,0
1,1,1,1,0,2,1,784,218,122.283831,9,27,1.008178,20,1
0,1,2,2,0.967295,18,15,426.5,229,28.601927,27,973.5,1.025228,631,1
0,1,1,1,0,0,6,1222,230,45.091863,52,88,1.022177,87,0
1,1,1,1,0,1,1,5199,234,67.240521,1193,37,1.014872,37,0
0,2,3,9,2.877375,117,0,0,1,0,0,822,0,505,1
0,1,2,4,1.480294,120,40,1163.25,241,-35.265842,176,305.5,0.988962,298,1
0,1,1,4,1.137657,247,247,3022.25,235,29.107703,631,213.5,1.023917,209,1
0,1,1,4,1.589425,61,61,1407,231,32.539673,190,209.5,1.009781,205,1
0,1,1,2,0.266765,22,22,5228.5,235,53.580139,180,216.5,1.013998,211,1
0,1,2,3,1.489068,54,54,5187.333333,234,10.484564,1730,1261,1.053688,1186,1
0,1,2,2,0.56651,20,10,7287,234,0.047257,1710,1263.5,16.870683,1188,1
0,1,3,13,2.335063,1226,2102,432.538461,235,178.002904,116,1000,1.001561,918,0
1,1,5,6,1.71059,37,37,2601.833333,236,-17.315513,2349,80.5,0.961047,71,1
1,1,1,1,0,2,1,318,232,4.276111,159,0,0,0,1
1,1,4,4,1.648685,30,4,2978.25,236,-6.358681,514,120.5,0.918091,118,1
1,1,1,1,0,38,5,133,202,88.364537,2,53,1.011317,51,0
0,1,2,3,1.338128,28,0,2242,235,8.466061,824,7,1.395167,8,1
0,1,1,1,0,0,15,9534,235,54.019757,523,0,0,0,0
0,2,3,13,3.126691,179,0,0,1,0,0,887,0,548,1
0,1,53,53,5.553211,125354,74802,12899.67925,174,14.151096,2294,2309,1.00642,2303,0
0,1,3,3,0.986427,9,9,1908.333333,232,46.064093,378,77,1.009448,32,1
0,1,6,10,3.031945,47,40,1529,234,43.456308,265,44.5,1.006503,47,0
0,1,1,1,0,0,2,1383,235,-17.05463,27,1474,0.941365,1204,0
0,1,6,8,2.362292,0,44,424.75,239,6.667839,307,1506.5,1.024544,1225,0
0,1,1,1,0,1,1,582,233,14.485035,56,2383,1.069037,2080,0
0,1,1,1,0,1,4,80,1,14.585174,1,2382,1.068563,2079,0
1,1,2,2,0.879698,65,12,372,234,-16.746551,25,62.5,0.955215,54,0
0,1,1,1,0,1,1,275,229,20.972801,6,986,1.047681,9,0
1,1,4,5,2.170613,20,13,3573.6,235,16.53525,2057,54,1.159541,41,1
0,2,2,6,1.49848,228,0,12.166667,234,7.689915,76,2.5,0.848547,1,1
0,1,1,1,0,0,3,4911,234,12.890116,341,89,1.077579,88,0
1,1,2,2,0.247936,96,1,48,216,59.48945,5,140.5,1.008405,132,1
0,1,1,4,1.772077,18,18,303.75,235,67.275122,98,852.5,1.008773,801,1
0,2,3,3,0.70757,14,14,2010,241,-59.140772,263,314,0.991305,305,1
0,1,1,1,0,15,36,316,234,7.794387,11,12,1.128297,12,0
0,2,6,15,2.839363,613,479,1111.4,235,28.35087,1598,16,1.008624,22,1
1,1,3,3,1.565596,14,16,3345.666667,234,44.983503,1529,45,1.010233,44,0
1,1,2,2,0.914589,66,25,1596,239,-14.242234,70,309.5,0.94734,301,1
0,1,2,2,0.993234,42,20,2486.5,254,-115.382315,570,310.5,0.993446,296,1
0,1,3,14,2.450625,1309,2167,393.5,235,140.843366,127,1013.5,1.040426,932,0
0,1,2,2,0.918296,13,2,633.5,235,35.344253,116,1265.5,1.040395,1190,1
1,1,1,1,0,1,1,5050,234,1.985301,1190,282,1.503702,247,1
0,1,2,2,0.562539,90,1,2624.5,235,26.036701,975,47.5,1.028805,46,1
0,1,3,18,2.794757,1426,2808,319.777778,235,151.050166,119,1029.5,1.285138,950,1
